(1235603336.013237, 0.0, 0.0, 0)
(1235603336.046624, 0.0, 0.0, 0)
(1235603336.079894, 0.0, 0.0, 0)
(1235603336.113264, 0.0, 0.0, 0)
(1235603336.146521, 0.0, 0.0, 0)
(1235603336.179902, 0.0, 0.0, 0)
(1235603336.21316, 0.0, 0.0, 0)
(1235603336.246586, 0.0, 0.0, 0)
(1235603336.279924, 0.0, 0.0, 0)
(1235603336.313182, 0.0, 0.0, 0)
(1235603336.346561, 0.0, 0.0, 0)
(1235603336.379825, 0.0, 0.0, 0)
(1235603336.413199, 0.0, 0.0, 0)
(1235603336.446458, 0.0, 0.0, 0)
(1235603336.47984, 0.0, 0.0, 0)
(1235603336.513101, 0.0, 0.0, 0)
(1235603336.546482, 0.0, 0.0, 0)
(1235603336.579743, 0.0, 0.0, 0)
(1235603336.613116, 0.0, 0.0, 0)
(1235603336.646401, 0.0, 0.0, 0)
(1235603336.679761, 0.0, 0.0, 0)
(1235603336.713021, 0.0, 0.0, 0)
(1235603336.746401, 0.024357024639810456, 0.0, 0)
(1235603336.779788, 0.0, 0.0, 0)
(1235603336.813043, 0.0, 0.0, 0)
(1235603336.846428, 0.0, 0.0, 0)
(1235603336.87968, 0.0, 0.0, 0)
(1235603336.913067, 0.04653667520997681, 0.0, 0)
(1235603336.946321, 0.022827386524436704, 0.0, 0)
(1235603336.979706, 0.033190224602033684, 0.0, 0)
(1235603337.012959, 0.10771710441836319, 0.0, 0)
(1235603337.046345, 0.35407831412607743, 0.01114232457040104, 0)
(1235603337.079597, 0.374281784611908, 0.012117036192471842, 0)
(1235603337.112981, 0.1163249095870959, 0.0, 0)
(1235603337.146237, 0.15626423656258503, 0.0, 0)
(1235603337.179622, 0.16278263955113, 0.0, 0)
(1235603337.212878, 0.21473523254755622, 0.0, 0)
(1235603337.246262, 0.20944873466534245, 0.0, 0)
(1235603337.279518, 0.28483270517130155, 0.0, 0)
(1235603337.312904, 0.27903738856610644, 0.0232531157138422, 0)
(1235603337.346283, 0.29630042088668795, 0.0, 0)
(1235603337.379543, 0.3999805753311106, 0.015383868281965795, 0)
(1235603337.412923, 0.36936186076548516, 0.01539007753189522, 0)
(1235603337.446184, 0.4377747244349847, 0.015634811586963733, 0)
(1235603337.479564, 0.45266301242253637, 0.0, 0)
(1235603337.512816, 0.4763466834750122, 0.02381733417375059, 0)
(1235603337.546197, 0.47638185019024337, 0.023819092509512182, 0)
(1235603337.579457, 0.47640619941958506, 0.023820309970979267, 0)
(1235603337.612837, 0.47628177394720833, 0.023814088697360427, 0)
(1235603337.646097, 0.47621417866388094, 0.02381070893319406, 0)
(1235603337.679477, 0.4839339571482964, 0.016131131904943214, 0)
(1235603337.712736, 0.4525216403756832, 0.023816928440825412, 0)
(1235603337.746116, 0.4686483422132839, 0.02466570222175176, 0)
(1235603337.779382, 0.42882646430681187, 0.023823692461489528, 0)
(1235603337.81276, 0.374281784611908, 0.012117036192471842, 0)
(1235603337.846142, 0.4285992491219575, 0.015874046263776177, 0)
(1235603337.879403, 0.4445910794460811, 0.0, 0)
(1235603337.912785, 0.45239062881406966, 0.02381003309547735, 0)
(1235603337.946039, 0.45284306828578125, 0.0, 0)
(1235603337.979424, 0.438564866598654, 0.011853104502666342, 0)
(1235603338.012684, 0.42878911956139026, 0.0, 0)
(1235603338.046105, 0.48273265627798456, 0.003872187082443725, 0)
(1235603338.079319, 0.5376983348493918, 0.0, 0)
(1235603338.112704, 0.4392171317870036, 0.0, 0)
(1235603338.145967, 0.4287850607418518, 0.0, 0)
(1235603338.179345, 0.42865116279069804, 0.0, 0)
(1235603338.2126, 0.4331193785819602, 0.0, 0)
(1235603338.245987, 0.41426909445845195, 0.0, 0)
(1235603338.279245, 0.4149779309060424, 0.0, 0)
(1235603338.312625, 0.4287144495803572, 0.0, 0)
(1235603338.346012, 0.4291043184685866, 0.0, 0)
(1235603338.379269, 0.42881467052657674, 0.0, 0)
(1235603338.412668, 0.50016685784375, 0.0, 0)
(1235603338.445907, 0.4763602085202562, 0.023818010426012767, 0)
(1235603338.479293, 0.5001185789153929, 0.0, 0)
(1235603338.512551, 0.5001185789153902, 0.0, 0)
(1235603338.545931, 0.5081618027895993, 0.0, 0)
(1235603338.579193, 0.5323703498569191, 0.0, 0)
(1235603338.612564, 0.5238593877736402, 0.0, 0)
(1235603338.645822, 0.5159218580518192, 0.0, 0)
(1235603338.6792, 0.42878911956139026, 0.0, 0)
(1235603338.712709, 0.5081137085508545, 0.0, 0)
(1235603338.745848, 0.5714289001328338, 0.0, 0)
(1235603338.779104, 0.5841988044802977, 0.0, 0)
(1235603338.812483, 0.5713045817513158, 0.0, 0)
(1235603338.845877, 0.5518074245590827, 0.0, 0)
(1235603338.87913, 0.42877288474426145, 0.047641431638251186, 0)
(1235603338.912511, 0.5420063039020147, 0.0, 0)
(1235603338.945765, 0.5877503433199721, 0.0, 0)
(1235603338.979151, 0.6104409704980901, -0.011969430794080202, 0)
(1235603339.012409, 0.6048090156842741, 0.0, 0)
(1235603339.045801, 0.6250851086181975, -0.023910359346051267, 0)
(1235603339.079046, 0.5069399306427175, 0.0, 0)
(1235603339.112435, 0.7426760053513818, -0.027506518716717845, 0)
(1235603339.145695, 0.6315642708442157, -0.025703197069241332, 0)
(1235603339.179074, 0.6431629798326874, 0.0, 0)
(1235603339.21233, 0.5917985586524274, 0.0, 0)
(1235603339.245714, 0.6190924904057931, 0.0, 0)
(1235603339.278968, 0.6429365898523305, -0.02381246629082711, 0)
(1235603339.312353, 0.625889769564095, 0.0, 0)
(1235603339.345736, 0.6585498508400096, -0.02439073521629651, 0)
(1235603339.378993, 0.6193128180276217, -0.015879815846862128, 0)
